405.398	562.783	3.24089	0.105623	9307135	32.2828	-1
198.511	155.455	1.91799	0.0724703	4784639	186.551	-1
198.511	155.455	1.91799	0.0724703	4784639	258.869	-1
599.072	238.571	3.35928	0.0792207	11863039	356.535	-1
204.713	235.935	3.09407	0.0714248	5899263	184.282	-1
204.996	224.371	5.22373	0.0572756	10355200	173.094	-1
597.865	223.694	6.15139	0.0523075	5505792	11.653	-1
212.043	168.541	22.7122	0.0802262	16384514	180.221	-1
212.043	168.541	22.7122	0.0802262	16384514	266.409	-1
597.615	232.175	3.89946	0.0893388	5964032	316.909	-1
597.615	232.175	3.89946	0.0893388	5964032	41.4998	-1
590.173	168.398	21.4499	0.0812618	12255746	357.201	-1
566.069	602.59	2.60594	0.0625244	10224383	11.6474	-1
563.571	631.496	2.73437	0.0573835	13697791	7.45438	-1
562.653	630.883	4.24644	0.0554029	12124416	8.78445	-1
560.202	697.767	2.5553	0.0564006	8782591	7.87659	-1
232.602	559.615	8.24213	0.0615749	9961729	169.43	-1
559.59	599.723	12.9341	0.0627645	9110273	10.0151	-1
233.258	606.977	4.37594	0.0664626	14287104	173.946	-1
555.369	904.948	3.37428	0.0651177	12190719	65.8712	-1
555.369	904.948	3.37428	0.0651177	12190719	3.7547	-1
549.205	902.34	11.4069	0.070688	769	359.028	-1
549.205	902.34	11.4069	0.070688	769	75.8013	-1
548.865	671.852	4.96459	0.0577473	6685184	149.539	-1
236.279	601.282	10.0222	0.0604856	7340545	178.42	-1
544.121	908.391	3.11237	0.0523407	6358015	83.222	-1
542.742	216.271	96.377	0.0829881	3998468	356.143	-1
541.915	747.174	3.0392	0.0640186	4654079	46.424	-1
541.117	289.461	2.01612	0.0763327	8389119	228.158	-1
538.128	283.423	8.35449	0.0681581	10944769	167.451	-1
537.517	583.328	5.62103	0.0593844	15663616	155.791	-1
537.517	583.328	5.62103	0.0593844	15663616	25.5831	-1
537.447	582.84	5.91189	0.0594394	2622208	155.562	-1
535.047	289.884	2.03965	0.0692237	9175551	304.139	-1
533.411	820.249	3.93154	0.0585843	6553856	126.507	-1
532.919	293.908	4.80023	0.0593109	4260352	159.262	-1
532.453	528.413	68.5342	0.0657331	12714244	12.2079	-1
531.661	758.057	4.64626	0.0670908	1901056	125.96	-1
531.661	758.057	4.64626	0.0670908	1901056	22.8237	-1
240.232	558.421	20.2764	0.0643802	8192514	169.592	-1
531.072	705.168	16.8063	0.0659113	11337986	292.721	-1
531.072	705.168	16.8063	0.0659113	11337986	6.80554	-1
526.858	727.22	14.8669	0.0544404	2490626	109.66	-1
526.829	881.893	36.5811	0.0662252	721411	1.40308	-1
525.36	611.195	8.37281	0.0684056	11075841	164.415	-1
524.263	872.905	17.8097	0.069436	15532290	358.678	-1
523.768	810.609	15.0879	0.0536465	3539202	66.7613	-1
241.862	637.179	12.4329	0.0645679	6226689	170.104	-1
523.278	615.505	4.14751	0.0611203	10420480	167.343	-1
523.278	615.505	4.14751	0.0611203	10420480	63.2883	-1
521.712	712.844	3.67583	0.0550849	1638656	73.9146	-1
242.392	750.033	3.37886	0.0533282	12321791	173.595	-1
521.354	713.495	3.33666	0.05582	11404287	167.968	-1
521.354	713.495	3.33666	0.05582	11404287	63.8706	-1
520.84	753.636	4.58252	0.0585102	918016	183.142	-1
520.84	753.636	4.58252	0.0585102	918016	105.415	-1
520.645	576.903	11.2468	0.0806743	15729153	129.15	-1
520.645	576.903	11.2468	0.0806743	15729153	42.9317	-1
243.578	575.975	2.10505	0.0535974	11469311	77.9003	-1
520.181	716.043	1.95086	0.0559861	5964287	170.305	-1
518.807	814.364	9.12013	0.0541542	524801	159.733	-1
518.807	814.364	9.12013	0.0541542	524801	73.5677	-1
517.345	748.882	2.04827	0.0566647	9503231	199.973	-1
516.358	706.407	2.94552	0.0735826	2360319	167.771	-1
515.641	572.456	2.4847	0.0541353	6750975	55.5945	-1
514.334	457.151	1.89459	0.0608342	3867135	299.971	-1
514.035	462.681	5.8606	0.0635277	1966848	355.968	-1
514.035	462.681	5.8606	0.0635277	1966848	182.193	-1
246.444	431.335	45.8142	0.0568115	328451	178.804	-1
513.791	460.914	5.29565	0.0647968	11338240	351.17	-1
246.663	746.992	9.56461	0.0596553	3998209	177.751	-1
513.791	460.914	5.29565	0.0647968	11338240	182.602	-1
512.838	704.529	1.7995	0.0538845	131583	77.9871	-1
510.988	457.102	1.8562	0.0720293	2359807	185.805	-1
510.075	359.66	4.64045	0.075694	1835520	150.156	-1
508.349	895.923	8.61493	0.0601903	13172993	24.1015	-1
507.432	456.633	3.55641	0.0841359	15991807	185.537	-1
507.432	456.633	3.55641	0.0841359	15991807	2.65723	-1
507.264	474.995	3.49921	0.0858023	14812159	357.954	-1
506.658	589.461	4.19865	0.0611878	11272448	76.0544	-1
505.992	582.515	5.93039	0.0628112	2818816	13.0858	-1
503.665	585.413	3.26547	0.0557367	9831423	72.3326	-1
503.556	856.635	12.8526	0.0544477	8651521	202.301	-1
503.556	856.635	12.8526	0.0544477	8651521	84.8092	-1
503.347	314.055	4.40452	0.0833921	14745856	1.91159	-1
503.169	363.279	6.93732	0.0758101	14156544	323.702	-1
502.847	354.217	6.16448	0.077641	5636864	83.0083	-1
501.67	817.616	13.2654	0.0750305	10945281	342.935	-1
501.67	817.616	13.2654	0.0750305	10945281	150.212	-1
501.292	795.972	13.3396	0.0589319	11338497	218.87	-1
500.793	461.068	4.97794	0.0689332	6881792	0.856171	-1
500.487	476.756	2.05821	0.10321	9830911	258.985	-1
500.278	465.989	2.13081	0.102806	12386815	258.88	-1
500.278	465.989	2.13081	0.102806	12386815	91.968	-1
498.919	667.989	18.9477	0.0634535	3277314	140.782	-1
497.441	459.176	2.102	0.0688578	11403775	256.038	-1
497.083	468.825	1.90082	0.0725387	4129279	258.283	-1
497.083	468.825	1.90082	0.0725387	4129279	187.423	-1
496.237	928.852	4.56232	0.0684036	590336	53.6203	-1
495.492	903.334	5.86084	0.0578246	1966848	139.627	-1
495.492	903.334	5.86084	0.0578246	1966848	25.1179	-1
495.1	907.622	3.38533	0.0597134	12452863	159.63	-1
252.586	907.913	2.79111	0.0822083	15205119	102.892	-1
252.586	907.913	2.79111	0.0822083	15205119	170.604	-1
494.168	466.248	4.53012	0.070525	66048	0.0866394	-1
493.982	458.056	3.67382	0.0796734	1638656	78.4305	-1
493.982	458.056	3.67382	0.0796734	1638656	3.07483	-1
493.457	475.995	3.81952	0.0838258	4456704	355.998	-1
493.366	892.148	13.7772	0.0745258	13697793	124.552	-1
493.366	892.148	13.7772	0.0745258	13697793	30.1872	-1
490.083	459.418	2.26675	0.0621336	131839	0.16098	-1
253.92	906.511	5.21489	0.080558	10224128	109.376	-1
487.294	457.345	2.18817	0.0987898	14287359	259.166	-1
485.228	584.859	13.5586	0.064676	12518145	53.4424	-1
485.153	622.05	4.93213	0.0681355	6226432	131.369	-1
485.014	460.189	2.04768	0.0707749	9503231	258.945	-1
485.014	460.189	2.04768	0.0707749	9503231	188.356	-1
483.882	545.524	2.00029	0.0979566	7799295	184.512	-1
483.811	542.795	1.88252	0.107848	3408383	175.483	-1
483.811	542.795	1.88252	0.107848	3408383	6.85223	-1
482.461	717.258	1.90486	0.073358	4260351	266.613	-1
482.194	612.698	15.1392	0.0522673	3801346	92.6214	-1
482.194	612.698	15.1392	0.0522673	3801346	10.9673	-1
481.487	905.168	10.2301	0.061774	8847873	127.201	-1
480.932	544.757	2.17839	0.0762157	13959679	8.98199	-1
256.099	223.24	101.232	0.0778707	7537412	181.333	-1
256.099	223.24	101.232	0.0778707	7537412	264.687	-1
480.929	459.415	4.66128	0.0765776	2163200	88.5344	-1
480.567	544.102	2.58014	0.0770299	9503487	165.411	-1
480.567	544.102	2.58014	0.0770299	9503487	14.9729	-1
480.543	476.918	3.85232	0.0942695	5046528	356.614	-1
480.543	476.918	3.85232	0.0942695	5046528	184.407	-1
480.068	712.672	3.8761	0.05615	5505280	267.262	-1
480.068	712.672	3.8761	0.05615	5505280	40.5464	-1
479.04	847.945	3.06237	0.0636854	5178367	163.467	-1
478.673	624.493	4.58131	0.0557599	918016	128.669	-1
477.084	460.882	2.32737	0.0722284	2032383	352.233	-1
474.478	458.083	2.23649	0.098948	15860223	273.093	-1
474.478	458.083	2.23649	0.098948	15860223	83.7801	-1
473.314	379.621	4.84284	0.0655848	4915712	110.766	-1
472.522	543.292	8.85126	0.0534865	15073537	270.481	-1
472.522	543.292	8.85126	0.0534865	15073537	87.3921	-1
471.878	546.375	2.66882	0.096464	11928319	316.272	-1
468.591	458.808	2.32813	0.0993544	2032383	294.308	-1
259.835	731.492	8.26437	0.0587922	10158337	65.3399	-1
259.835	731.492	8.26437	0.0587922	10158337	192.635	-1
467.98	471.313	4.82449	0.0810742	4653568	134.853	-1
467.446	478.415	2.20536	0.0763666	14877183	233.741	-1
466.846	592.051	6.19949	0.0547332	6030080	49.8956	-1
465.603	539.655	3.07887	0.103786	5571583	126.74	-1
464.816	498.751	2.36093	0.0972796	3080959	296.206	-1
464.788	318.322	7.95751	0.0811773	7405825	353.979	-1
464.788	318.322	7.95751	0.0811773	7405825	204.601	-1
464.624	462.238	3.88309	0.0744684	5636352	127.795	-1
464.377	913.904	7.42569	0.0584677	2425089	37.7483	-1
463.699	475.025	4.00157	0.0752485	7799040	307.525	-1
462.858	850.269	3.05253	0.0829753	4916223	116.515	-1
461.895	545.844	2.14563	0.0784842	12845567	159.48	-1
460.935	502.278	3.83096	0.0742937	4653312	127.776	-1
460.836	662.138	4.39104	0.0534676	14549248	54.3245	-1
460.302	465.92	4.73022	0.0837129	3211776	320.046	-1
460.176	514.988	3.99804	0.0726461	7733504	309.214	-1
459.863	365.221	7.24623	0.0774393	655617	26.0598	-1
459.656	548.476	2.31154	0.1049	1573631	317.585	-1
459.44	717.342	2.51817	0.0703854	7734015	344.569	-1
459.44	717.342	2.51817	0.0703854	7734015	171.038	-1
263.3	386.542	7.93336	0.0879821	7209217	95.9392	-1
458.909	479.037	2.66219	0.100505	11731711	286.311	-1
263.421	784.089	7.98057	0.05732	7602433	179.121	-1
263.421	784.089	7.98057	0.05732	7602433	340.976	-1
458.909	479.037	2.66219	0.100505	11731711	122.908	-1
456.943	506.272	4.71933	0.0816567	3015168	322.535	-1
456.858	849.09	2.10005	0.0940183	11338239	195.958	-1
456.858	849.09	2.10005	0.0940183	11338239	82.9165	-1
456.463	720.3	2.32311	0.0613302	1901311	259.472	-1
456.463	720.3	2.32311	0.0613302	1901311	170.56	-1
456.395	864.893	2.98687	0.0636543	3343359	295.626	-1
456.395	864.893	2.98687	0.0636543	3343359	65.8043	-1
456.179	539.896	3.00769	0.0991532	3867647	155.982	-1
456.179	539.896	3.00769	0.0991532	3867647	22.6221	-1
266.079	738.312	5.89446	0.0560637	2425600	61.9114	-1
456.031	471.72	5.91351	0.0660249	2622208	158.567	-1
455.665	548.311	2.63175	0.0724784	10945279	317.438	-1
455.487	477.821	2.15679	0.0639313	13238783	160.168	-1
454.993	687.034	1.95956	0.0625273	6291967	96.8539	-1
454.993	687.034	1.95956	0.0625273	6291967	45.1118	-1
453.427	684.323	5.08547	0.0617395	8454656	98.0404	-1
452.482	251.57	1.80602	0.102611	393727	247.41	-1
452.08	501.595	2.50701	0.0527802	7406335	10.6589	-1
451.046	870.829	4.74889	0.0662966	3473920	90.8904	-1
450.797	477.895	4.19954	0.0957189	11337984	324.487	-1
450.797	477.895	4.19954	0.0957189	11337984	160.109	-1
450.131	542.683	3.67736	0.0527062	1704192	26.1283	-1
449.633	498.65	2.33245	0.10012	2163455	93.4131	-1
449.172	504.602	5.3198	0.0652427	11665920	184.784	-1
449.016	816.721	19.1518	0.0574203	4063746	15.572	-1
448.766	911.318	15.7481	0.0678163	6619394	230.384	-1
448.439	329.618	6.13367	0.0675868	5309184	272.126	-1
448.05	560.437	1.90583	0.106301	4325887	178.385	-1
268.181	392.716	3.57016	0.0771597	16253951	139.976	-1
268.181	392.716	3.57016	0.0771597	16253951	289.652	-1
448.05	560.437	1.90583	0.106301	4325887	4.71613	-1
447.17	546.302	2.301	0.105732	1245951	18.3447	-1
447.063	862.648	2.18999	0.0564739	14352895	108.071	-1
268.903	537.857	66.8968	0.0659274	11010308	170.342	-1
447.063	862.648	2.18999	0.0564739	14352895	62.2603	-1
446.768	858.994	5.74775	0.0683823	590592	262.999	-1
446.699	501.458	2.16714	0.068797	13566463	183.783	-1
445.354	475.462	2.21293	0.0630871	15073791	331.496	-1
444.793	788.282	2.51125	0.0589277	7537407	305.433	-1
444.422	344.203	12.9548	0.0786388	9241345	122.834	-1
443.897	461.553	5.18277	0.0948916	9830912	153.937	-1
443.491	567.425	3.39143	0.0721226	12583935	170.538	-1
443.334	855.572	1.83969	0.0699784	1769983	271.728	-1
443.131	850.221	1.99742	0.083692	7668223	24.8567	-1
443.13	477.296	5.0343	0.0590404	7733760	318.555	-1
443.12	852.109	3.22771	0.086031	8979455	263.06	-1
443.12	852.109	3.22771	0.086031	8979455	32.6459	-1
271.312	455.619	3.20809	0.0866448	8520703	1.67346	-1
271.312	455.619	3.20809	0.0866448	8520703	166.544	-1
442.97	870.648	3.14805	0.0575642	7144447	260.05	-1
442.729	546.159	3.41291	0.0746	13042687	171.401	-1
442.685	469.425	2.92389	0.105042	1836031	345.005	-1
272.583	464.189	4.31861	0.0667699	13304064	357.076	-1
442.499	840.054	1.85776	0.0691476	2425343	177.824	-1
442.432	500.814	5.30882	0.0802008	11534848	349.881	-1
442.432	500.814	5.30882	0.0802008	11534848	189.3	-1
273.238	473.351	3.45872	0.0830308	13960191	173.915	-1
273.238	473.351	3.45872	0.0830308	13960191	347.608	-1
273.779	381.861	4.96351	0.0731247	6685184	26.3747	-1
273.779	381.861	4.96351	0.0731247	6685184	108.077	-1
442.432	500.814	5.30882	0.0802008	11534848	90.1152	-1
274.33	257.514	2.19225	0.069822	14418431	147.695	-1
274.33	257.514	2.19225	0.069822	14418431	333.522	-1
442.411	517.803	4.39925	0.101354	14680320	356.259	-1
441.567	358.427	7.62595	0.0840551	4325633	114.123	-1
441.254	335.867	5.99338	0.0652685	3605248	275.264	-1
275.035	461.481	1.84402	0.0604344	1901055	166.428	-1
441.254	335.867	5.99338	0.0652685	3605248	204.388	-1
439.635	475.36	2.11112	0.0625544	11665919	255.519	-1
